patient_id,group,cells,dataset_count,total_umi,feature,pseudobulk_log1p_score
LAM1163,State_15,127,1,1802380.0,CORE3_identity,1.762411089374763
LAM1163,State_15,127,1,1802380.0,LAM_myogenic_contractile,3.1106549501676923
LAM1163,State_15,127,1,1802380.0,ECM_remodeling,1.814993624178972
LAM1163,State_15,127,1,1802380.0,mTOR_translation,2.012064744623768
LAM1163,State_15,127,1,1802380.0,hormone_related,0.2640882434919013
LAM1163,State_15,127,1,1802380.0,hypoxia_stress,0.6875965816995806
LAM1163,State_15,127,1,1802380.0,protease_ECM_niche,1.1680887141047298
LAM1163,State_15,127,1,1802380.0,HOX_PBX,0.3567962030643652
LAM1163,State_15,127,1,1802380.0,normal_lung_interstitial,1.5444579601731772
LAM1163,State_15,127,1,1802380.0,LAMCORE_777,0.6384071178781854
LAM1163,State_15,127,1,1802380.0,ciliated,0.030986898427604846
LAM1163,State_15,127,1,1802380.0,AT2,1.9825438258675454
LAM1163,State_15,127,1,1802380.0,macrophage,0.3993460433746528
LAM1163,State_15,127,1,1802380.0,endothelial,0.06714407401478766
LAM1163,State_15,127,1,1802380.0,fibroblast,1.352341447993796
LAM1163,State_15,127,1,1802380.0,mesothelial,0.14208539001428908
LAM1163,State_15,127,1,1802380.0,pericyte_VSMC,2.169073543788109
LAM1163,State_15,127,1,1802380.0,gene_PMEL,2.8247548213546447
LAM1163,State_15,127,1,1802380.0,gene_MLANA,0.043428919881881176
LAM1163,State_15,127,1,1802380.0,gene_MITF,0.9065742422295819
LAM1163,State_15,127,1,1802380.0,gene_ACTA2,3.905827351982707
LAM1163,State_15,127,1,1802380.0,gene_ACTG2,0.8770090308315672
LAM1163,State_15,127,1,1802380.0,gene_MYH11,2.710513533149371
LAM1163,State_15,127,1,1802380.0,gene_VEGFD,0.22287942118308396
LAM1163,State_15,127,1,1802380.0,gene_CTSK,3.8807277837560923
LAM1163,State_15,127,1,1802380.0,gene_ESR1,0.5526850852353493
LAM1163,State_15,127,1,1802380.0,gene_EMX2,0.5300843776713657
LAM1163,State_15,127,1,1802380.0,gene_HOXA11,0.4087184644983302
LAM1164,State_15,1,1,9406.0,melanocytic_identity,0.24141150436008385
LAM1164,State_15,1,1,9406.0,contractile_marker_panel,1.8452723843797667
LAM1164,State_15,1,1,9406.0,VEGFD_CTSK_panel,1.1398509516326092
LAM1164,State_15,1,1,9406.0,ESR1_hormone_marker,0.0
LAM1164,State_15,1,1,9406.0,HOX_PBX_markers,0.0
LAM1164,State_15,1,1,9406.0,CORE1,1.4209171606266213
LAM1164,State_15,1,1,9406.0,CORE2,0.4660213661782152
LAM1164,State_15,1,1,9406.0,CORE3_identity,0.7796649094162188
LAM1164,State_15,1,1,9406.0,LAM_myogenic_contractile,1.9179513601855485
LAM1164,State_15,1,1,9406.0,ECM_remodeling,1.602441634114289
LAM1164,State_15,1,1,9406.0,mTOR_translation,2.1416755630901174
LAM1164,State_15,1,1,9406.0,hormone_related,0.16283585023322988
LAM1164,State_15,1,1,9406.0,hypoxia_stress,1.2386442845505314
LAM1164,State_15,1,1,9406.0,protease_ECM_niche,0.824816982178881
LAM1164,State_15,1,1,9406.0,HOX_PBX,0.7070044630155297
LAM1164,State_15,1,1,9406.0,normal_lung_interstitial,1.9383914403616183
LAM1164,State_15,1,1,9406.0,LAMCORE_777,0.4264962633305969
LAM1164,State_15,1,1,9406.0,ciliated,0.04828230087201677
LAM1164,State_15,1,1,9406.0,AT2,0.0
LAM1164,State_15,1,1,9406.0,macrophage,0.24509479595310824
LAM1164,State_15,1,1,9406.0,endothelial,0.16587240907855355
LAM1164,State_15,1,1,9406.0,fibroblast,1.692211330894453
LAM1164,State_15,1,1,9406.0,mesothelial,0.1034620732971788
LAM1164,State_15,1,1,9406.0,pericyte_VSMC,1.33898711621372
LAM1164,State_15,1,1,9406.0,gene_PMEL,0.0
LAM1164,State_15,1,1,9406.0,gene_MLANA,0.0
LAM1164,State_15,1,1,9406.0,gene_MITF,0.7242345130802516
LAM1164,State_15,1,1,9406.0,gene_ACTA2,2.453717949568061
LAM1164,State_15,1,1,9406.0,gene_ACTG2,0.7242345130802516
LAM1164,State_15,1,1,9406.0,gene_MYH11,2.3578646904909877
LAM1164,State_15,1,1,9406.0,gene_VEGFD,1.1398509516326092
LAM1164,State_15,1,1,9406.0,gene_CTSK,1.1398509516326092
LAM1164,State_15,1,1,9406.0,gene_ESR1,0.0
LAM1164,State_15,1,1,9406.0,gene_EMX2,0.0
LAM1164,State_15,1,1,9406.0,gene_HOXA11,0.0
LAM3,State_15,26,2,199148.0,melanocytic_identity,1.3620132615528286
LAM3,State_15,26,2,199148.0,contractile_marker_panel,1.6580742432681657
LAM3,State_15,26,2,199148.0,VEGFD_CTSK_panel,2.2762878536278066
LAM3,State_15,26,2,199148.0,ESR1_hormone_marker,1.0323659297142407
LAM3,State_15,26,2,199148.0,HOX_PBX_markers,0.7608494584989612
LAM3,State_15,26,2,199148.0,CORE1,1.4999911910842552
LAM3,State_15,26,2,199148.0,CORE2,1.3955328734061583
LAM3,State_15,26,2,199148.0,CORE3_identity,1.8132892955872522
LAM3,State_15,26,2,199148.0,LAM_myogenic_contractile,2.048459669430178
LAM3,State_15,26,2,199148.0,ECM_remodeling,1.6166671722288022
LAM3,State_15,26,2,199148.0,mTOR_translation,1.8714196997820702
LAM3,State_15,26,2,199148.0,hormone_related,0.2393249924135233
LAM3,State_15,26,2,199148.0,hypoxia_stress,0.36573751209477207
LAM3,State_15,26,2,199148.0,protease_ECM_niche,1.1383626331915506
LAM3,State_15,26,2,199148.0,HOX_PBX,0.5022803876754396
LAM3,State_15,26,2,199148.0,normal_lung_interstitial,1.5492524773692735
LAM3,State_15,26,2,199148.0,LAMCORE_777,0.5917671865472229
LAM3,State_15,26,2,199148.0,ciliated,0.03629154248525445
LAM3,State_15,26,2,199148.0,AT2,1.4076230526881046
LAM3,State_15,26,2,199148.0,macrophage,1.2620613081018404
LAM3,State_15,26,2,199148.0,endothelial,0.09127918962097177
LAM3,State_15,26,2,199148.0,fibroblast,1.345093044670219
LAM3,State_15,26,2,199148.0,mesothelial,0.06026918132728787
LAM3,State_15,26,2,199148.0,pericyte_VSMC,1.4188631263982276
LAM3,State_15,26,2,199148.0,gene_PMEL,2.6677221336734664
LAM3,State_15,26,2,199148.0,gene_MLANA,0.561447634182759
LAM3,State_15,26,2,199148.0,gene_MITF,0.8568700168022606
LAM3,State_15,26,2,199148.0,gene_ACTA2,3.022043647482425
LAM3,State_15,26,2,199148.0,gene_ACTG2,0.14031981611373123
LAM3,State_15,26,2,199148.0,gene_MYH11,1.811859266208341
LAM3,State_15,26,2,199148.0,gene_VEGFD,0.9959418488825729
LAM3,State_15,26,2,199148.0,gene_CTSK,3.556633858373041
LAM3,State_15,26,2,199148.0,gene_ESR1,1.0323659297142407
LAM3,State_15,26,2,199148.0,gene_EMX2,1.0500922388570988
LAM3,State_15,26,2,199148.0,gene_HOXA11,0.4716066781408237
LAM32,State_15,10,2,228992.0,melanocytic_identity,1.7325147821600178
LAM32,State_15,10,2,228992.0,contractile_marker_panel,2.245223872818318
LAM32,State_15,10,2,228992.0,VEGFD_CTSK_panel,2.4135160784723726
LAM32,State_15,10,2,228992.0,ESR1_hormone_marker,1.1716000270036235
LAM32,State_15,10,2,228992.0,HOX_PBX_markers,0.4197171305283076
LAM32,State_15,10,2,228992.0,CORE1,1.9603277072546141
LAM32,State_15,10,2,228992.0,CORE2,1.6105858804154116
LAM32,State_15,10,2,228992.0,CORE3_identity,2.124225331018749
LAM32,State_15,10,2,228992.0,LAM_myogenic_contractile,2.5094957857852824
LAM32,State_15,10,2,228992.0,ECM_remodeling,2.1418749463020705
LAM32,State_15,10,2,228992.0,mTOR_translation,1.7528146230758503
LAM32,State_15,10,2,228992.0,hormone_related,0.47616045449939787
LAM32,State_15,10,2,228992.0,hypoxia_stress,0.45170203485254784
LAM32,State_15,10,2,228992.0,protease_ECM_niche,1.1959823332815853
LAM32,State_15,10,2,228992.0,HOX_PBX,0.47122852876312427
LAM32,State_15,10,2,228992.0,normal_lung_interstitial,2.204425477361069
LAM32,State_15,10,2,228992.0,LAMCORE_777,0.6727061187752099
LAM32,State_15,10,2,228992.0,ciliated,0.0540730648615329
LAM32,State_15,10,2,228992.0,AT2,0.4289161176378036
LAM32,State_15,10,2,228992.0,macrophage,0.4563226230052166
LAM32,State_15,10,2,228992.0,endothelial,0.10455505956845737
LAM32,State_15,10,2,228992.0,fibroblast,1.9276998158544472
LAM32,State_15,10,2,228992.0,mesothelial,0.14347202630130665
LAM32,State_15,10,2,228992.0,pericyte_VSMC,1.746154958292001
LAM32,State_15,10,2,228992.0,gene_PMEL,2.982357170660349
LAM32,State_15,10,2,228992.0,gene_MLANA,1.2370691129312872
LAM32,State_15,10,2,228992.0,gene_MITF,0.9781180628884175
LAM32,State_15,10,2,228992.0,gene_ACTA2,3.6734007867028167
LAM32,State_15,10,2,228992.0,gene_ACTG2,1.1441631626482736
LAM32,State_15,10,2,228992.0,gene_MYH11,1.9181076691038634
LAM32,State_15,10,2,228992.0,gene_VEGFD,0.7789029951126762
LAM32,State_15,10,2,228992.0,gene_CTSK,4.048129161832069
LAM32,State_15,10,2,228992.0,gene_ESR1,1.1716000270036235
LAM32,State_15,10,2,228992.0,gene_EMX2,0.47708789514250644
LAM32,State_15,10,2,228992.0,gene_HOXA11,0.36234636591410874
LAM50,State_15,1,1,47584.0,melanocytic_identity,0.3991540263832007
LAM50,State_15,1,1,47584.0,contractile_marker_panel,1.2160557027260739
LAM50,State_15,1,1,47584.0,VEGFD_CTSK_panel,0.09537409052946516
LAM50,State_15,1,1,47584.0,ESR1_hormone_marker,1.2589881478193328
LAM50,State_15,1,1,47584.0,HOX_PBX_markers,0.0
LAM50,State_15,1,1,47584.0,CORE1,1.3813909038312444
LAM50,State_15,1,1,47584.0,CORE2,0.17352628252606656
LAM50,State_15,1,1,47584.0,CORE3_identity,0.6194353883214371
LAM50,State_15,1,1,47584.0,LAM_myogenic_contractile,1.6797253113975046
LAM50,State_15,1,1,47584.0,ECM_remodeling,0.3909643528359119
LAM50,State_15,1,1,47584.0,mTOR_translation,0.7714323710911064
LAM50,State_15,1,1,47584.0,hormone_related,0.6884464401529592
LAM50,State_15,1,1,47584.0,hypoxia_stress,0.3159836689532624
LAM50,State_15,1,1,47584.0,protease_ECM_niche,0.2297911948652544
LAM50,State_15,1,1,47584.0,HOX_PBX,0.3095441766220911
LAM50,State_15,1,1,47584.0,normal_lung_interstitial,0.4422018946199136
LAM50,State_15,1,1,47584.0,LAMCORE_777,0.3997241566556661
LAM50,State_15,1,1,47584.0,ciliated,0.10893217417117246
LAM50,State_15,1,1,47584.0,AT2,1.677205980374083
LAM50,State_15,1,1,47584.0,macrophage,0.10973469321469163
LAM50,State_15,1,1,47584.0,endothelial,0.01907481810589303
LAM50,State_15,1,1,47584.0,fibroblast,0.4298390185251414
LAM50,State_15,1,1,47584.0,mesothelial,0.05012495690942815
LAM50,State_15,1,1,47584.0,pericyte_VSMC,1.1490564324621693
LAM50,State_15,1,1,47584.0,gene_PMEL,0.0
LAM50,State_15,1,1,47584.0,gene_MLANA,0.0
LAM50,State_15,1,1,47584.0,gene_MITF,1.197462079149602
LAM50,State_15,1,1,47584.0,gene_ACTA2,1.688849310222194
LAM50,State_15,1,1,47584.0,gene_ACTG2,0.0
LAM50,State_15,1,1,47584.0,gene_MYH11,1.9593177979560275
LAM50,State_15,1,1,47584.0,gene_VEGFD,0.0
LAM50,State_15,1,1,47584.0,gene_CTSK,0.19074818105893032
LAM50,State_15,1,1,47584.0,gene_ESR1,1.2589881478193328
LAM50,State_15,1,1,47584.0,gene_EMX2,0.0
LAM50,State_15,1,1,47584.0,gene_HOXA11,0.0
